event_id,rdate,description,url,affiliation
wikipedia-2014-01-11republic-day-albania,2014-01-11,Republic Day(Albania),http://en.wikipedia.org/wiki/Republic_Day,
wikipedia-2014-01-12christianfeast-day:ailred-of-rievaulxbenedict-biscoptatianajanuary-12-eastern-orthodox-liturgics,2014-01-12,ChristianFeast Day:Ailred of RievaulxBenedict BiscopTatianaJanuary 12 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-01-12ailred-of-rievaulx,2014-01-12,Ailred of Rievaulx,http://en.wikipedia.org/wiki/Ailred_of_Rievaulx,
wikipedia-2014-01-12benedict-biscop,2014-01-12,Benedict Biscop,http://en.wikipedia.org/wiki/Benedict_Biscop,
wikipedia-2014-01-12tatiana,2014-01-12,Tatiana,http://en.wikipedia.org/wiki/Saint_Tatiana,
wikipedia-2014-01-12january-12-eastern-orthodox-liturgics,2014-01-12,January 12 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/January_12_(Eastern_Orthodox_liturgics),
wikipedia-2014-01-12earliest-day-on-whichlee-jackson-daycan-fall-while-january-18-is-the-latest-celebrated-on-the-friday-beforemartin-luther-king-day-commonwealth-of-virginia,2014-01-12,"Earliest day on whichLee-Jackson Daycan fall while January 18 is the latest, celebrated on the Friday beforeMartin Luther King Day. (Commonwealth of Virginia)",http://en.wikipedia.org/wiki/Lee-Jackson_Day,
wikipedia-2014-01-12memorial-day-turkmenistan,2014-01-12,Memorial Day(Turkmenistan),http://en.wikipedia.org/wiki/Public_holidays_in_Turkmenistan,
wikipedia-2014-01-12national-youth-day-india,2014-01-12,National Youth Day (India),http://en.wikipedia.org/wiki/National_Youth_Day_(India),
wikipedia-2014-01-12zanzibar-revolutionday-tanzania,2014-01-12,Zanzibar RevolutionDay (Tanzania),http://en.wikipedia.org/wiki/Zanzibar_Revolution,
wikipedia-2014-01-13christianfeast-day:blessedveronica-of-milanelianhilary-of-poitiersknut-swedenandfinland-mungojanuary-13-eastern-orthodox-liturgics,2014-01-13,ChristianFeast Day:BlessedVeronica of MilanElianHilary of PoitiersKnut(SwedenandFinland)MungoJanuary 13 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-01-13blessedveronica-of-milan,2014-01-13,BlessedVeronica of Milan,http://en.wikipedia.org/wiki/Veronica_of_Milan,
wikipedia-2014-01-13elian,2014-01-13,Elian,http://en.wikipedia.org/wiki/Saint_Elian_(Wales),
wikipedia-2014-01-13hilary-of-poitiers,2014-01-13,Hilary of Poitiers,http://en.wikipedia.org/wiki/Hilary_of_Poitiers,
wikipedia-2014-01-13knut-swedenandfinland,2014-01-13,Knut(SwedenandFinland),http://en.wikipedia.org/wiki/Canute_IV_of_Denmark,
wikipedia-2014-01-13mungo,2014-01-13,Mungo,http://en.wikipedia.org/wiki/Saint_Mungo,
wikipedia-2014-01-13january-13-eastern-orthodox-liturgics,2014-01-13,January 13 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/January_13_(Eastern_Orthodox_liturgics),
wikipedia-2014-01-13democracy-day-cape-verde,2014-01-13,Democracy Day(Cape Verde),http://en.wikipedia.org/wiki/Public_holidays_in_Cape_Verde,
wikipedia-2014-01-13korean-americanday-some-u-s-states,2014-01-13,Korean AmericanDay (some U.S. states),http://en.wikipedia.org/wiki/Korean_American,
wikipedia-2014-01-13liberation-day-togo,2014-01-13,Liberation Day(Togo),http://en.wikipedia.org/wiki/Liberation_Day,
wikipedia-2014-01-13old-new-year-s-eve-russia-belarus-ukraine-serbia-montenegro-republic-of-srpska-republic-of-macedonia,2014-01-13,"Old New Year's Eve (Russia,Belarus,Ukraine,Serbia,Montenegro,Republic of Srpska,Republic of Macedonia)",http://en.wikipedia.org/wiki/Old_New_Year,
wikipedia-2014-01-13siderealwinter-solstice-s-eve-celebrations-insouthandsoutheast-asiancultures;-the-last-day-of-the-six-monthdakshinayanaperiod-seejanuary-14-:bhogi-andhra-pradesh-tamil-nadu-lohri-punjab-haryana-himachal-pradesh-uruka-assam,2014-01-13,"Siderealwinter solstice's eve celebrations inSouthandSoutheast Asiancultures; the last day of the six-monthDakshinayanaperiod(seeJanuary 14):Bhogi(Andhra Pradesh,Tamil Nadu)Lohri(Punjab,Haryana,Himachal Pradesh)Uruka(Assam)",http://en.wikipedia.org/wiki/Sidereal_time,
wikipedia-2014-01-13bhogi-andhra-pradesh-tamil-nadu,2014-01-13,"Bhogi(Andhra Pradesh,Tamil Nadu)",http://en.wikipedia.org/wiki/Thai_Pongal#Bhogi,
wikipedia-2014-01-13lohri-punjab-haryana-himachal-pradesh,2014-01-13,"Lohri(Punjab,Haryana,Himachal Pradesh)",http://en.wikipedia.org/wiki/Lohri,
wikipedia-2014-01-13uruka-assam,2014-01-13,Uruka(Assam),http://en.wikipedia.org/wiki/Bihu#Bhogali_Bihu,
wikipedia-2014-01-13st-knut-s-dayortjugondag-knut-the-last-day-of-christmas-swedenandfinland,2014-01-13,"St. Knut's DayorTjugondag Knut, the last day of Christmas. (SwedenandFinland)",http://en.wikipedia.org/wiki/St._Knut%27s_Day,
wikipedia-2014-01-14christianfeast-day:barba-shmindivina-pastora-barquisimeto-saint-savafelix-of-nolamacrina-the-elderpontianus-of-spoletoeivind-berggrav-lutheran-january-14-eastern-orthodox-liturgics,2014-01-14,ChristianFeast Day:Barba'shminDivina Pastora(Barquisimeto)Saint SavaFelix of NolaMacrina the ElderPontianus of SpoletoEivind Berggrav(Lutheran)January 14 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-01-14barba-shmin,2014-01-14,Barba'shmin,http://en.wikipedia.org/wiki/Barba%27shmin,
wikipedia-2014-01-14divina-pastora-barquisimeto,2014-01-14,Divina Pastora(Barquisimeto),http://en.wikipedia.org/wiki/Barquisimeto#Divina_Pastora,
wikipedia-2014-01-14saint-sava,2014-01-14,Saint Sava,http://en.wikipedia.org/wiki/Saint_Sava,
wikipedia-2014-01-14felix-of-nola,2014-01-14,Felix of Nola,http://en.wikipedia.org/wiki/Felix_of_Nola,
wikipedia-2014-01-14macrina-the-elder,2014-01-14,Macrina the Elder,http://en.wikipedia.org/wiki/Macrina_the_Elder,
wikipedia-2014-01-14pontianus-of-spoleto,2014-01-14,Pontianus of Spoleto,http://en.wikipedia.org/wiki/Pontianus_of_Spoleto,
wikipedia-2014-01-14eivind-berggrav-lutheran,2014-01-14,Eivind Berggrav(Lutheran),http://en.wikipedia.org/wiki/Eivind_Berggrav,
wikipedia-2014-01-14january-14-eastern-orthodox-liturgics,2014-01-14,January 14 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/January_14_(Eastern_Orthodox_liturgics),
wikipedia-2014-01-14feast-of-divina-pastora-barquisimeto,2014-01-14,Feast of Divina Pastora(Barquisimeto),http://en.wikipedia.org/wiki/Barquisimeto#Divina_Pastora,
wikipedia-2014-01-14feast-of-the-ass-medieval-christianity,2014-01-14,Feast of the Ass(Medieval Christianity),http://en.wikipedia.org/wiki/Feast_of_the_Ass,
wikipedia-2014-01-14national-flag-day-georgia,2014-01-14,National Flag Day(Georgia),http://en.wikipedia.org/wiki/Flag_Day,
wikipedia-2014-01-14national-forest-conservation-day-thailand,2014-01-14,National Forest Conservation Day(Thailand),http://en.wikipedia.org/wiki/Public_holidays_in_Thailand,
wikipedia-2014-01-14old-new-year,2014-01-14,Old New Year,http://en.wikipedia.org/wiki/Old_New_Year,
wikipedia-2014-01-14ratification-day-united-states,2014-01-14,Ratification Day (United States),http://en.wikipedia.org/wiki/Ratification_Day_(United_States),
wikipedia-2014-01-14siderealwinter-solsticecelebrations-insouthandsoutheast-asiancultures;-marking-the-transition-of-the-sun-to-capricorn-and-the-first-day-of-the-six-monthsuttarayanaperiod-seeapril-14-:magh-bihu-assam-maghi-punjab-haryana-himachal-pradesh-makar-sankranti-india-maghe-sankranti-nepal-the-first-day-ofpongal-atamil-new-year-tamil-uttarayan-uttarakhand-gujaratandrajasthan,2014-01-14,"Siderealwinter solsticecelebrations inSouthandSoutheast Asiancultures; marking the transition of the Sun to Capricorn, and the first day of the six monthsUttarayanaperiod.(seeApril 14):Magh Bihu(Assam)Maghi(Punjab,Haryana,Himachal Pradesh)Makar Sankranti(India)Maghe Sankranti(Nepal)The first day ofPongal, aTamil New Year. (Tamil)Uttarayan(Uttarakhand,GujaratandRajasthan)",http://en.wikipedia.org/wiki/Sidereal,
wikipedia-2014-01-14magh-bihu-assam,2014-01-14,Magh Bihu(Assam),http://en.wikipedia.org/wiki/Magh_Bihu,
wikipedia-2014-01-14maghi-punjab-haryana-himachal-pradesh,2014-01-14,"Maghi(Punjab,Haryana,Himachal Pradesh)",http://en.wikipedia.org/wiki/Maghi,
wikipedia-2014-01-14makar-sankranti-india,2014-01-14,Makar Sankranti(India),http://en.wikipedia.org/wiki/Makar_Sankranti,
wikipedia-2014-01-14maghe-sankranti-nepal,2014-01-14,Maghe Sankranti(Nepal),http://en.wikipedia.org/wiki/Maghe_Sankranti,
wikipedia-2014-01-14the-first-day-ofpongal-atamil-new-year-tamil,2014-01-14,"The first day ofPongal, aTamil New Year. (Tamil)",http://en.wikipedia.org/wiki/Pongal,
wikipedia-2014-01-14uttarayan-uttarakhand-gujaratandrajasthan,2014-01-14,"Uttarayan(Uttarakhand,GujaratandRajasthan)",http://en.wikipedia.org/wiki/Uttarayan,
wikipedia-2014-01-15armed-forces-day-nigeria,2014-01-15,Armed Forces Day(Nigeria),http://en.wikipedia.org/wiki/Armed_Forces_Day#Nigeria,
wikipedia-2014-01-15army-day-india,2014-01-15,Army Day(India),http://en.wikipedia.org/wiki/Armed_Forces_Day#India,
wikipedia-2014-01-15christianfeast-day:abeluzius-ethiopian-orthodox-tewahedo-church-arnold-janssenitamacarius-of-egypt-western-christianity-paul-the-hermitjanuary-15-eastern-orthodox-liturgics,2014-01-15,ChristianFeast Day:Abeluzius(Ethiopian Orthodox Tewahedo Church)Arnold JanssenItaMacarius of Egypt(Western Christianity)Paul the HermitJanuary 15 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-01-15abeluzius-ethiopian-orthodox-tewahedo-church,2014-01-15,Abeluzius(Ethiopian Orthodox Tewahedo Church),http://en.wikipedia.org/wiki/Abeluzius,
wikipedia-2014-01-15arnold-janssen,2014-01-15,Arnold Janssen,http://en.wikipedia.org/wiki/Arnold_Janssen,
wikipedia-2014-01-15ita,2014-01-15,Ita,http://en.wikipedia.org/wiki/Saint_Ita,
wikipedia-2014-01-15macarius-of-egypt-western-christianity,2014-01-15,Macarius of Egypt(Western Christianity),http://en.wikipedia.org/wiki/Macarius_of_Egypt,
wikipedia-2014-01-15paul-the-hermit,2014-01-15,Paul the Hermit,http://en.wikipedia.org/wiki/Paul_of_Thebes,
wikipedia-2014-01-15january-15-eastern-orthodox-liturgics,2014-01-15,January 15 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/January_15_(Eastern_Orthodox_liturgics),
wikipedia-2014-01-15earliest-day-on-whichinternational-fetish-daycan-fall-while-january-21-is-the-latest;-celebrated-on-the-third-friday-in-january,2014-01-15,"Earliest day on whichInternational Fetish Daycan fall, while January 21 is the latest; celebrated on the third Friday in January.",http://en.wikipedia.org/wiki/International_Fetish_Day,
wikipedia-2014-01-15earliest-day-on-whichmartin-luther-king-jr-daycan-fall-while-january-21-is-the-latest;-celebrated-on-the-third-monday-in-january-united-states,2014-01-15,"Earliest day on whichMartin Luther King, Jr. Daycan fall, while January 21 is the latest; celebrated on the third Monday in January. (United States)","http://en.wikipedia.org/wiki/Martin_Luther_King,_Jr._Day",
wikipedia-2014-01-15john-chilembweday-malawi,2014-01-15,John ChilembweDay (Malawi),http://en.wikipedia.org/wiki/John_Chilembwe,
wikipedia-2014-01-15korean-alphabet-day-north-korea,2014-01-15,Korean Alphabet Day(North Korea),http://en.wikipedia.org/wiki/Hangul_Day,
wikipedia-2014-01-15one-of-the-twocarmentalia-in-honor-ofcarmenta-roman-empire,2014-01-15,"One of the twoCarmentalia, in honor ofCarmenta. (Roman Empire)",http://en.wikipedia.org/wiki/Carmentalia,
wikipedia-2014-01-15the-second-day-of-thesiderealwinter-solsticefestivals-inindia-seejanuary-14-:maatu-pongal-celebrated-by-performingjallikattu-tamil,2014-01-15,"The second day of thesiderealwinter solsticefestivals inIndia(seeJanuary 14):Maatu Pongal, celebrated by performingJallikattu(Tamil)",http://en.wikipedia.org/wiki/Sidereal,
wikipedia-2014-01-15maatu-pongal-celebrated-by-performingjallikattu-tamil,2014-01-15,"Maatu Pongal, celebrated by performingJallikattu(Tamil)",http://en.wikipedia.org/wiki/Pongal#Maattu_Pongal,
wikipedia-2014-01-15tree-planting-day-egypt,2014-01-15,Tree Planting Day(Egypt),http://en.wikipedia.org/wiki/Arbor_Day#Egypt,
wikipedia-2014-01-16christianfeast-day:pope-marcellus-iblessedjoseph-vazberard-of-carbiofurseyhonoratus-of-arlestitian-of-oderzojanuary-16-eastern-orthodox-liturgics,2014-01-16,ChristianFeast Day:Pope Marcellus IBlessedJoseph VazBerard of CarbioFurseyHonoratus of ArlesTitian of OderzoJanuary 16 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-01-16pope-marcellus-i,2014-01-16,Pope Marcellus I,http://en.wikipedia.org/wiki/Pope_Marcellus_I,
wikipedia-2014-01-16blessedjoseph-vaz,2014-01-16,BlessedJoseph Vaz,http://en.wikipedia.org/wiki/Beatification,
wikipedia-2014-01-16berard-of-carbio,2014-01-16,Berard of Carbio,http://en.wikipedia.org/wiki/Berard_of_Carbio,
wikipedia-2014-01-16fursey,2014-01-16,Fursey,http://en.wikipedia.org/wiki/Saint_Fursey,
wikipedia-2014-01-16honoratus-of-arles,2014-01-16,Honoratus of Arles,http://en.wikipedia.org/wiki/Honoratus,
wikipedia-2014-01-16titian-of-oderzo,2014-01-16,Titian of Oderzo,http://en.wikipedia.org/wiki/Titian_of_Oderzo,
wikipedia-2014-01-16january-16-eastern-orthodox-liturgics,2014-01-16,January 16 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/January_16_(Eastern_Orthodox_liturgics),
wikipedia-2014-01-16flag-dayormagen-davidday-israel,2014-01-16,Flag DayorMagen DavidDay (Israel),http://en.wikipedia.org/wiki/Flag_Day,
wikipedia-2014-01-16teachers-day-thailand,2014-01-16,Teachers' Day(Thailand),http://en.wikipedia.org/wiki/Teachers%27_Day,
wikipedia-2014-01-17christianfeast-day:anthony-the-great-roman-catholicandeastern-byzantine-catholic-church-blessedamelbertmildgythasulpitius-the-piouspachomius-lutheran-church-charles-gore-church-of-england-january-17-eastern-orthodox-liturgics,2014-01-17,ChristianFeast Day:Anthony the Great(Roman CatholicandEastern (Byzantine) Catholic Church)BlessedAmelbertMildgythaSulpitius the PiousPachomius(Lutheran Church)Charles Gore(Church of England)January 17 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-01-17anthony-the-great-roman-catholicandeastern-byzantine-catholic-church,2014-01-17,Anthony the Great(Roman CatholicandEastern (Byzantine) Catholic Church),http://en.wikipedia.org/wiki/Anthony_the_Great,
wikipedia-2014-01-17blessedamelbert,2014-01-17,BlessedAmelbert,http://en.wikipedia.org/wiki/Amelbert,
wikipedia-2014-01-17mildgytha,2014-01-17,Mildgytha,http://en.wikipedia.org/wiki/Mildgytha,
wikipedia-2014-01-17sulpitius-the-pious,2014-01-17,Sulpitius the Pious,http://en.wikipedia.org/wiki/Sulpitius_the_Pious,
wikipedia-2014-01-17pachomius-lutheran-church,2014-01-17,Pachomius(Lutheran Church),http://en.wikipedia.org/wiki/Pachomius,
wikipedia-2014-01-17charles-gore-church-of-england,2014-01-17,Charles Gore(Church of England),http://en.wikipedia.org/wiki/Charles_Gore,
wikipedia-2014-01-17january-17-eastern-orthodox-liturgics,2014-01-17,January 17 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/January_17_(Eastern_Orthodox_liturgics),
wikipedia-2014-01-17national-day-minorca,2014-01-17,National Day(Minorca),http://en.wikipedia.org/wiki/Minorca#Vandals_and_Moors,
wikipedia-2014-01-17the-opening-ceremony-ofpatras-carnival-celebrated-untilclean-monday-patras,2014-01-17,"The opening ceremony ofPatras Carnival, celebrated untilClean Monday. (Patras)",http://en.wikipedia.org/wiki/Patras_Carnival,
wikipedia-2014-01-18christianfeast-day:athanasius-of-alexandria-eastern-orthodox-church-cyril-of-alexandriamargaret-of-hungarypriscavolusianus-of-toursdeicolusamy-carmichael-church-of-england-january-18-eastern-orthodox-liturgics,2014-01-18,ChristianFeast Day:Athanasius of Alexandria(Eastern Orthodox Church)Cyril of AlexandriaMargaret of HungaryPriscaVolusianus of ToursDeicolusAmy Carmichael(Church of England)January 18 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-01-18athanasius-of-alexandria-eastern-orthodox-church,2014-01-18,Athanasius of Alexandria(Eastern Orthodox Church),http://en.wikipedia.org/wiki/Athanasius_of_Alexandria,
wikipedia-2014-01-18cyril-of-alexandria,2014-01-18,Cyril of Alexandria,http://en.wikipedia.org/wiki/Cyril_of_Alexandria,
wikipedia-2014-01-18margaret-of-hungary,2014-01-18,Margaret of Hungary,http://en.wikipedia.org/wiki/Saint_Margaret_of_Hungary,
wikipedia-2014-01-18prisca,2014-01-18,Prisca,http://en.wikipedia.org/wiki/Saint_Prisca,
wikipedia-2014-01-18volusianus-of-tours,2014-01-18,Volusianus of Tours,http://en.wikipedia.org/wiki/Volusianus_of_Tours,
wikipedia-2014-01-18deicolus,2014-01-18,Deicolus,http://en.wikipedia.org/wiki/Deicolus,
wikipedia-2014-01-18amy-carmichael-church-of-england,2014-01-18,Amy Carmichael(Church of England),http://en.wikipedia.org/wiki/Amy_Carmichael,
wikipedia-2014-01-18january-18-eastern-orthodox-liturgics,2014-01-18,January 18 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/January_18_(Eastern_Orthodox_liturgics),
wikipedia-2014-01-18confession-of-peter-eastern-orthodox-anglicanandlutheran-churches,2014-01-18,"Confession of Peter(Eastern Orthodox,AnglicanandLutheran Churches)",http://en.wikipedia.org/wiki/Confession_of_Peter,
wikipedia-2014-01-18revolution-day-tunisia,2014-01-18,Revolution Day(Tunisia),http://en.wikipedia.org/wiki/Flag_of_Tunisia#Protocol,
wikipedia-2014-01-18royal-thai-armed-forces-day-thailand,2014-01-18,Royal Thai Armed Forces Day(Thailand),http://en.wikipedia.org/wiki/Public_holidays_in_Thailand#Other_national_observances,
wikipedia-2014-01-18the-beginning-of-theweek-of-prayer-for-christian-unity-christianity,2014-01-18,The beginning of theWeek of Prayer for Christian Unity(Christianity),http://en.wikipedia.org/wiki/Week_of_Prayer_for_Christian_Unity,
wikipedia-2014-01-19birthday-ofedgar-allan-poe-commemorated-by-thepoe-toasterat-his-grave-inbaltimore,2014-01-19,Birthday ofEdgar Allan Poe(commemorated by thePoe Toasterat his grave inBaltimore),http://en.wikipedia.org/wiki/Edgar_Allan_Poe,
wikipedia-2014-01-19christianfeast-day:henry-of-uppsalamaris-martha-abachum-and-audifaxmark-of-ephesuswulfstan-bishop-of-worcesterjanuary-19-eastern-orthodox-liturgics,2014-01-19,"ChristianFeast Day:Henry of UppsalaMaris, Martha, Abachum and AudifaxMark of EphesusWulfstan, Bishop of WorcesterJanuary 19 (Eastern Orthodox liturgics)",http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-01-19henry-of-uppsala,2014-01-19,Henry of Uppsala,http://en.wikipedia.org/wiki/Bishop_Henry,
wikipedia-2014-01-19maris-martha-abachum-and-audifax,2014-01-19,"Maris, Martha, Abachum and Audifax","http://en.wikipedia.org/wiki/Maris,_Martha,_Abachum_and_Audifax",
